Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/inputnav-search-submit-button""))",Chrome 121.0.0.0,,,05-02-2024 23:48:59,05-02-2024 23:49:13,14.207s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,05-02-2024 23:49:13,05-02-2024 23:49:13,0.181s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,05-02-2024 23:49:13,05-02-2024 23:49:13,0.023s,ERROR
,,,,,,,
Test Cases/Data_driven_testing/TC_amazon_validate_search_item_With_InternalData_001,Chrome 121.0.0.0,,,05-02-2024 23:49:13,05-02-2024 23:49:51,37.591s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,05-02-2024 23:49:13,05-02-2024 23:49:13,0.060s,ERROR
"openBrowser("""")",Chrome 121.0.0.0,,,05-02-2024 23:49:13,05-02-2024 23:49:14,0.693s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,05-02-2024 23:49:14,05-02-2024 23:49:17,3.039s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), category, false)",Chrome 121.0.0.0,,,05-02-2024 23:49:17,05-02-2024 23:49:37,20.131s,PASSED
"setText(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/input_field-keywords""), Items)",Chrome 121.0.0.0,,,05-02-2024 23:49:37,05-02-2024 23:49:39,1.605s,PASSED
"click(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/inputnav-search-submit-button""))",Chrome 121.0.0.0,,,05-02-2024 23:49:39,05-02-2024 23:49:51,11.850s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,05-02-2024 23:49:51,05-02-2024 23:49:51,0.175s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,05-02-2024 23:49:51,05-02-2024 23:49:51,0.021s,ERROR
