Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByLabel(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), category, false)",Chrome 121.0.0.0,,,03-02-2024 23:08:31,03-02-2024 23:08:47,16.787s,PASSED
"setText(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/input_field-keywords""), Items)",Chrome 121.0.0.0,,,03-02-2024 23:08:47,03-02-2024 23:08:48,1.151s,PASSED
"click(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/inputnav-search-submit-button""))",Chrome 121.0.0.0,,,03-02-2024 23:08:48,03-02-2024 23:08:54,5.762s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,03-02-2024 23:08:54,03-02-2024 23:08:54,0.182s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,03-02-2024 23:08:54,03-02-2024 23:08:54,0.031s,ERROR
,,,,,,,
Test Cases/Data_driven_testing/TC_amazon_validate_search_item_With_InternalData_001,Chrome 121.0.0.0,,,03-02-2024 23:08:54,03-02-2024 23:09:17,22.689s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,03-02-2024 23:08:54,03-02-2024 23:08:55,0.037s,ERROR
"openBrowser("""")",Chrome 121.0.0.0,,,03-02-2024 23:08:55,03-02-2024 23:08:55,0.713s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,03-02-2024 23:08:55,03-02-2024 23:08:57,1.927s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), category, false)",Chrome 121.0.0.0,,,03-02-2024 23:08:57,03-02-2024 23:09:10,13.134s,PASSED
"setText(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/input_field-keywords""), Items)",Chrome 121.0.0.0,,,03-02-2024 23:09:10,03-02-2024 23:09:12,1.239s,PASSED
"click(findTestObject(""Object Repository/AmazonPages_searchOR/Page_Amazon.com. Spend less. Smile more/inputnav-search-submit-button""))",Chrome 121.0.0.0,,,03-02-2024 23:09:12,03-02-2024 23:09:17,5.366s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,03-02-2024 23:09:17,03-02-2024 23:09:17,0.236s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,03-02-2024 23:09:17,03-02-2024 23:09:17,0.025s,ERROR
